"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"toward" 0 0 3 1 0 1 0 0 1 1 1 0 1 0 0 0 0 2 0 1 4 3 0 0 0 1 0 1 0 2 2 0 0 0 1 8 1 1 1 1 2 2 0 0 2 3 2 1 0 2 2 0 2 1 2 1 1 0 0 0
"desir" 0 0 1 0 3 0 0 1 2 0 2 1 5 3 2 0 4 2 1 0 4 1 3 0 0 0 1 1 0 1 2 0 3 0 3 4 0 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"deal" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 1 0 0 1 1 0 2 2 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2
"collect" 1 0 0 0 3 0 0 0 2 0 0 0 0 1 4 0 1 1 1 0 3 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1
"meet" 1 0 0 1 1 0 0 2 2 1 0 0 0 2 1 0 0 1 0 0 3 0 1 2 1 1 0 3 2 0 3 0 0 1 2 0 3 0 0 1 0 2 3 2 0 0 4 1 2 3 1 1 2 1 0 4 1 0 3 1
"payment" 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"greatest" 0 0 0 2 0 0 0 1 0 0 0 0 3 3 0 0 0 0 0 0 3 1 1 0 2 1 0 1 0 0 1 0 1 0 2 0 1 1 1 0 1 0 0 0 0 2 1 0 2 2 0 1 4 0 1 0 1 0 1 4
"contract" 0 0 0 0 1 0 0 0 0 0 0 0 0 1 3 0 0 0 3 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"twenty-f" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abil" 0 0 0 0 0 0 0 0 1 1 1 2 2 2 3 1 0 1 1 0 3 0 0 0 0 0 1 5 1 0 0 0 0 1 0 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ultim" 0 0 0 0 0 0 0 0 0 1 0 0 2 3 0 0 0 0 2 0 3 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0
"speci" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rule" 2 0 1 2 1 0 0 0 1 0 1 0 2 2 1 0 0 1 2 0 2 2 1 0 1 1 5 1 0 0 3 0 1 1 2 1 1 0 0 0 1 4 3 0 0 0 1 1 0 0 1 0 0 0 3 1 3 1 0 1
"effort" 0 0 1 1 1 0 0 2 2 1 0 1 1 1 0 1 1 0 1 0 2 5 5 1 3 0 3 1 3 1 4 1 0 0 7 1 6 1 0 0 8 2 0 2 0 1 1 1 1 2 0 0 2 1 2 1 3 1 0 1
"restor" 0 0 0 1 0 0 0 0 0 0 0 0 0 3 1 0 0 1 1 0 1 4 1 1 0 0 0 5 2 0 1 3 0 3 0 0 5 1 0 0 1 0 1 0 0 0 1 0 1 2 0 0 0 0 0 2 0 1 2 7
"ask" 0 0 0 2 2 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 2 4 2 1 0 1 0 0 0 0 0 0 0 1 0 1 4 2 0 0 2 2 1 6 2 2 4 0 0 2 4 1 2 2 2 1 0 0 2 0
"proposit" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"past" 1 0 0 1 1 1 0 0 1 1 0 0 2 2 0 0 4 2 0 0 0 3 2 1 0 1 0 3 2 2 1 0 0 0 3 1 0 0 0 0 1 2 0 1 0 3 2 0 1 4 1 0 2 0 0 0 1 1 1 1
"extens" 0 0 1 0 1 0 0 1 0 0 0 0 1 5 0 0 0 2 0 0 0 3 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"throughout" 0 0 2 0 0 0 0 0 0 1 0 0 2 0 1 0 1 4 0 0 1 3 2 1 0 0 0 2 2 1 1 0 2 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 1 1 2 0 1 0 1 2 0 1 0 0
"product" 0 0 0 1 0 0 0 3 2 0 1 0 3 4 3 0 0 2 0 0 0 3 0 0 0 5 1 5 3 0 5 1 0 5 1 0 1 2 1 0 2 6 1 0 0 0 0 1 4 2 0 0 1 0 0 2 0 1 0 0
"accept" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 2 1 1 2 6 1 0 4 1 3 0 0 0 0 0 2 2 4 0 1 0 0 2 1 1 0 0 0 1 0 1 0 1 0 0 1 4 1 0 1 0 0
"race" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 5 7 0 2 1 0 0 1 14 0 0 0 1 3 0 0 0 1 1 2 0 1 0 1 0 2 0 1 0 1 1 1 0 1 0 0 0 2
"condit" 0 0 1 0 1 1 0 3 3 4 0 0 4 3 2 1 0 3 0 0 0 1 5 2 0 6 2 7 3 3 10 1 0 2 6 1 1 2 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"fact" 0 0 1 0 3 0 0 0 0 0 0 0 0 2 0 0 1 0 2 0 0 0 5 1 1 1 0 1 1 1 1 1 0 0 1 1 1 2 1 1 0 2 0 0 0 0 0 0 1 0 5 0 0 0 0 0 0 0 2 0
"reform" 0 0 0 1 2 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 2 5 0 2 3 2 1 0 0 6 0 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 3 1 1 0 0 0
"behalf" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0
"revolut" 1 0 0 2 0 0 0 2 1 2 0 1 2 1 1 0 2 0 1 0 0 1 4 0 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 2 2 0 0 1 0 0 0 1
"suffrag" 0 0 2 1 1 1 0 1 1 0 0 1 1 0 2 0 0 0 0 0 2 0 3 6 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"new" 1 0 1 0 1 0 0 1 2 1 0 0 4 1 5 1 1 1 3 1 0 1 2 5 1 7 0 3 5 2 4 5 3 11 6 7 1 6 4 0 8 1 4 7 5 8 15 9 3 9 14 9 29 5 1 11 6 6 3 6
"suprem" 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 2 5 1 1 1 0 0 0 0 0 0 6 1 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"negro" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"employ" 1 0 1 0 0 0 1 0 1 0 0 0 1 3 1 1 0 0 0 0 0 0 2 4 2 0 0 3 2 0 3 0 0 0 1 2 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"partisan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 5 1 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"demand" 0 0 1 0 0 0 0 1 3 0 1 0 0 1 1 0 1 0 1 0 1 0 2 3 4 8 2 6 1 0 1 0 1 2 0 1 2 2 0 0 0 0 1 0 2 0 0 1 1 1 0 2 2 1 0 3 2 1 0 0
"labor" 0 0 0 2 1 0 0 0 0 1 0 0 1 3 2 0 1 0 5 0 0 1 2 2 4 2 2 4 3 0 7 2 0 1 1 1 0 0 0 0 3 3 2 0 0 0 0 0 1 2 0 0 2 0 1 1 1 1 0 0
"life" 1 0 2 1 2 1 1 1 2 1 0 1 1 1 3 0 0 0 0 0 0 0 0 2 3 2 4 1 3 6 2 8 6 4 5 4 2 3 9 2 5 7 2 3 1 5 1 2 2 2 4 2 3 3 4 3 4 2 1 3
"share" 2 0 0 0 0 0 1 0 0 0 1 1 0 3 0 1 0 1 0 0 1 2 0 1 3 0 0 1 0 0 0 0 0 2 2 2 0 0 0 0 1 0 3 1 1 5 4 1 3 0 2 0 0 3 0 0 0 2 0 0
"benefit" 1 0 0 0 1 0 0 0 1 1 0 0 2 2 3 0 1 2 1 0 0 0 1 2 3 3 2 2 0 0 4 0 0 1 0 1 0 0 0 0 6 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0
"welfar" 0 0 1 0 0 0 0 1 1 4 0 0 5 0 1 1 0 0 0 0 0 0 3 1 3 0 1 0 0 2 1 0 0 3 3 2 0 2 0 0 2 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 1 0 0
"communiti" 2 0 0 0 0 0 0 3 1 0 0 2 3 2 2 0 0 1 1 0 0 0 0 2 0 10 0 1 0 0 3 0 1 0 0 3 0 1 0 1 0 2 0 0 0 1 2 0 0 1 1 3 3 4 1 0 0 0 0 2
"method" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 9 1 2 2 0 4 0 0 1 5 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"friend" 0 0 3 1 3 2 0 1 0 3 0 0 3 2 0 1 1 0 3 0 0 1 0 0 0 7 0 2 1 0 0 0 0 0 0 0 0 0 0 2 0 4 2 3 1 1 1 0 0 4 9 3 0 1 1 3 1 0 2 0
"use" 0 0 0 1 3 2 0 2 2 0 0 0 0 10 0 0 0 1 3 0 1 1 1 3 1 7 3 1 1 0 7 6 2 0 2 3 3 4 0 0 3 2 2 0 0 2 2 2 3 1 3 0 0 0 2 2 0 0 1 3
"better" 0 0 2 1 1 0 0 1 1 0 0 0 1 2 0 0 1 0 4 0 0 1 0 1 0 6 2 3 1 0 3 0 0 2 3 1 1 3 1 1 2 0 0 0 0 3 7 2 0 4 5 3 4 0 0 2 1 0 4 0
"suggest" 0 0 1 0 0 0 0 0 1 0 0 1 0 2 0 0 2 0 1 0 0 0 1 1 1 6 1 0 0 0 4 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"fair" 0 0 1 0 2 1 0 3 3 0 1 0 1 2 1 0 1 4 1 0 0 1 0 0 2 2 4 3 1 0 2 1 1 0 3 0 0 0 0 0 1 0 0 0 0 0 0 1 2 2 0 1 0 2 0 1 1 0 0 2
"enterpris" 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 1 5 4 3 0 0 6 3 0 1 1 0 1 0 2 0 1 0 0 0 1 1 0 0 0 2 0 1 1 1 0 0 1 0 0 0
"activ" 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 4 0 1 0 0 1 1 4 2 4 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"return" 1 0 1 0 2 0 0 0 0 0 1 0 1 2 1 0 0 1 1 0 1 2 3 0 0 1 3 1 0 0 1 0 1 1 2 3 3 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 1 0 0 0 3
"pledg" 1 0 1 0 0 1 1 0 1 2 0 0 1 3 1 0 3 0 0 0 0 0 1 0 2 0 3 0 1 0 1 0 0 2 1 0 2 2 0 0 0 1 4 7 0 0 2 1 2 1 0 1 2 2 0 1 2 0 2 1
"economi" 1 0 0 1 0 1 0 1 2 1 1 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 3 2 1 0 1 1 0 1 6 1 1 0 0 0 0 0 0 0 0 1 0 0 4 5 0 3 2 2 0 3 1 0 0 0
"wise" 1 0 1 1 0 1 0 3 0 1 0 1 4 1 2 1 2 3 3 0 0 1 4 0 0 4 3 3 2 0 2 0 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"busi" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 3 2 3 8 2 0 22 2 0 5 2 6 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 1 0 1 0
"action" 0 0 1 1 1 0 0 1 0 3 1 1 5 2 2 1 2 0 3 0 0 0 0 0 1 0 1 7 1 0 2 1 7 1 9 1 6 2 1 0 4 1 0 0 1 1 0 0 1 0 2 0 0 0 0 1 1 2 0 2
"constant" 0 0 1 0 0 0 0 1 2 0 1 1 1 3 1 0 1 1 0 1 0 0 0 0 1 0 3 7 1 0 1 0 0 0 4 4 0 1 1 0 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 2 1 1 0
"prompt" 0 0 1 0 0 0 0 1 0 0 1 0 2 0 1 0 1 0 0 0 0 0 1 1 0 1 3 6 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"island" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9 0 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oblig" 0 0 2 0 0 1 2 0 1 3 0 1 2 2 2 1 4 0 1 0 1 2 1 1 2 3 0 4 6 1 3 0 1 2 3 2 3 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 2 0 1 0
"alreadi" 0 0 0 0 1 0 1 2 1 0 0 0 3 1 2 0 0 0 0 1 0 0 0 2 0 1 1 1 5 0 1 0 0 0 4 0 0 2 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 0 0
"inhabit" 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"cuba" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"prepar" 0 0 2 0 1 0 0 3 5 3 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 0 2 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"relat" 0 0 1 0 1 0 0 2 5 4 1 0 4 10 1 2 2 0 0 0 0 2 2 3 2 1 3 4 4 3 0 0 0 1 4 3 2 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0
"respons" 0 0 0 0 0 1 1 3 1 0 0 1 1 1 5 1 3 1 0 0 1 1 0 4 2 1 3 4 4 4 5 0 2 5 6 9 0 0 0 0 2 3 1 1 0 0 17 1 0 3 0 4 5 5 1 2 3 0 2 1
"treati" 0 0 0 0 0 0 0 1 4 1 0 0 0 0 1 1 0 1 2 0 0 0 0 0 0 0 0 4 4 0 5 0 0 0 4 1 0 0 0 0 2 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1
"near" 0 0 0 0 0 0 0 2 1 2 0 0 2 0 0 1 1 1 3 0 0 0 0 0 0 3 1 2 4 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0
"problem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 2 5 1 0 1 1 3 4 3 4 0 0 1 2 0 2 0 0 1 1 3 1 2 0 4 2 0 0 0 0 0 0
"face" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 1 1 4 2 1 1 3 1 0 7 1 1 0 2 1 0 0 0 0 2 0 2 1 2 3 3 0 2 4 2 2 4 2
"affair" 1 0 0 1 3 0 0 0 0 1 0 0 1 3 2 0 3 0 0 0 0 1 3 0 2 1 2 1 0 3 1 1 2 1 3 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0
"wish" 0 0 3 1 1 0 0 1 1 0 0 0 3 3 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3 5 0 6 2 6 2 1 0 0 1 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"fear" 0 0 0 3 2 0 0 0 0 0 0 0 5 3 2 1 4 0 1 0 1 0 0 1 1 0 0 1 1 3 1 1 0 0 0 4 2 1 1 2 3 2 3 2 0 3 0 0 0 0 1 1 1 0 1 2 1 1 3 0
"children" 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 2 3 0 0 0 0 0 3 0 0 0 0 0 3 0 3 0 0 0 1 0 1 0 1 0 0 0 0 2 0 1 0 5 0 4 3 6 4 0 3 3 2 6 2
"show" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 3 1 0 0 1 3 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 1 1 0 2 1 0 1 0 3 1
"larg" 1 0 1 0 2 1 0 0 1 0 0 0 1 1 2 1 1 3 0 0 1 0 1 0 2 5 0 4 0 2 5 1 0 0 2 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
"strong" 1 0 0 2 0 0 0 2 1 0 0 0 0 2 1 0 1 0 0 0 1 0 1 1 0 1 2 0 1 2 4 0 0 0 2 1 0 2 1 1 2 1 2 2 0 3 2 3 1 0 6 1 5 2 0 0 1 1 1 2
"foundat" 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 2 3 0 0 0 1 2 2 1 1 0 2 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
"tariff" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 3 2 4 0 0 13 1 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"pass" 0 0 0 1 0 0 0 1 2 4 0 1 3 3 0 0 0 2 2 1 0 0 4 1 0 0 0 1 0 0 12 0 1 0 1 0 0 0 0 1 0 4 2 2 0 1 1 0 0 2 2 1 0 4 0 3 0 0 1 0
"south" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 1 1 0 0 3 4 0 3 0 1 0 0 12 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"trade" 0 0 0 0 0 0 0 0 2 0 0 1 0 0 2 0 2 4 2 0 1 1 0 0 1 4 1 4 1 0 11 0 1 5 0 0 3 0 0 0 3 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1
"chang" 0 0 0 1 2 1 0 0 3 0 0 0 1 4 0 0 1 0 4 0 0 2 3 3 0 1 0 3 0 1 10 4 1 2 1 1 2 5 0 0 1 2 4 1 12 1 0 1 0 4 2 11 2 1 0 2 3 1 1 5
"interst" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"thing" 0 0 1 2 2 0 0 0 0 0 0 0 1 3 0 0 3 0 0 0 0 1 2 1 0 2 0 0 1 2 2 8 6 4 2 2 3 4 3 1 0 0 1 0 0 5 0 0 0 2 10 0 1 2 0 3 2 0 5 1
"live" 0 0 2 0 1 0 0 1 1 1 0 0 2 1 1 0 1 1 2 1 0 1 0 1 0 1 0 0 0 0 2 5 1 3 3 1 2 3 7 2 9 7 6 0 3 7 6 0 5 4 5 2 9 7 5 1 3 3 2 2
"industri" 0 0 0 3 2 0 0 3 1 1 0 0 1 1 5 0 0 1 0 0 1 3 1 3 2 2 0 4 2 2 8 5 4 9 2 0 2 0 0 0 4 1 2 0 0 1 0 0 2 1 0 0 2 0 0 0 1 3 0 1
"come" 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 0 0 0 1 2 2 0 3 3 0 3 0 2 1 0 4 5 1 4 3 2 3 3 2 1 3 4 3 1 2 7 6 0 1 4 2 1 6 1 3 4 0 1 6 5
"eye" 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 0 1 2 1 0 0 0
"thought" 1 0 1 1 0 0 0 0 2 0 0 0 1 4 1 0 2 0 1 1 0 2 1 2 0 2 1 2 1 0 2 4 8 1 6 2 1 0 0 0 2 2 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 1 1
"individu" 0 0 2 0 2 0 0 4 1 3 0 1 5 6 3 1 2 3 1 0 1 2 1 0 0 2 1 2 0 2 1 4 0 5 1 2 0 3 1 0 3 1 0 0 0 0 4 2 5 1 0 0 0 0 0 1 2 0 0 1
"process" 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 2 0 0 2 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1
"cost" 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 4 1 1 3 1 2 0 0 1 0 0 2 1 0 0 0 0 1 2 0 1 0 0 0 2 1 1 0 1
"set" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 1 2 1 4 4 0 1 1 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 0 2 1 2 1 1 0 2 1
"democrat" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 4 0 0 0 0 0 3 1 0 3 0 0 0 0 0 0 1 0 1 0 0 0 1 2 0 0 0 0 0
"women" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 2 0 3 1 1 0 0 0 0 0 0 0 0 2 2 4 1 1 0 2 4 2 2 1 1
"wast" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 2 1 1 0 1 3 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"studi" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"counsel" 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 3 0 0 0 1 0 1 0 0 0 1 0 0 0 0 3 6 1 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"done" 0 0 0 0 3 0 0 4 0 0 0 0 0 1 2 0 0 1 1 0 0 1 0 2 0 0 0 2 1 1 3 0 4 0 7 1 0 0 0 0 0 1 0 0 0 4 0 1 3 2 3 5 0 1 0 2 0 2 0 0
"conscious" 1 0 1 1 0 1 0 2 0 1 0 0 3 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 3 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"privat" 2 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 1 2 3 2 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1
"opportun" 2 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 3 3 6 4 6 0 3 1 0 2 0 1 0 0 2 2 1 4 4 0 3 4 1 0 1 2 0 1 1
"togeth" 1 0 0 0 0 0 0 2 1 1 0 1 1 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 2 2 1 3 0 0 2 3 8 7 7 2 7 2 2 6 1 1 1 7 4 6 5
"see" 0 0 1 2 2 0 0 1 1 0 0 1 1 4 3 0 2 0 0 1 0 0 0 1 0 0 1 0 0 0 1 3 3 0 1 3 0 9 0 2 1 0 1 0 1 7 1 0 1 0 3 2 2 2 2 2 1 0 2 1
"mankind" 0 0 1 1 0 0 0 0 0 0 0 1 2 0 1 0 3 0 0 0 0 0 0 1 0 0 0 2 1 1 0 0 3 4 2 1 1 1 0 0 4 1 3 2 1 3 0 0 0 1 0 0 0 0 1 0 0 0 0 1
"inspir" 1 0 1 1 2 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 2 1 1 0 2 1 0 0 0 0 8 1 1 0 0 0 0 1 2 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 3
"way" 1 0 0 0 0 0 1 0 1 0 0 0 2 1 1 0 1 2 1 0 0 0 2 0 1 2 0 1 3 0 6 1 2 8 3 3 3 5 1 4 1 4 0 0 5 2 4 1 1 3 3 3 2 3 1 3 2 2 6 3
